university,campus,campus_id,term,term_id,department,department_id,course,course_id,section,section_id
TROY UNIVERSITY,DOTHAN CAMPUS,10741654,SPRING FULL TERM 22,106568719,EDU,106667496,4478,106667546,DSPA,106652221
TROY UNIVERSITY,DOTHAN CAMPUS,10741654,SPRING FULL TERM 22,106568719,ELE,106568835,4454,106775595,DSAA,106769419
TROY UNIVERSITY,DOTHAN CAMPUS,10741654,SPRING FULL TERM 22,106568719,ELE,106568835,4474,106775596,DSPA,106769420
TROY UNIVERSITY,DOTHAN CAMPUS,10741654,SPRING FULL TERM 22,106568719,ELE,106568835,5544,106569004,DSAA,106556023
TROY UNIVERSITY,DOTHAN CAMPUS,10741654,SPRING FULL TERM 22,106568719,ELE,106568835,6674,106569005,DSPA,106556024
TROY UNIVERSITY,DOTHAN CAMPUS,10741654,SPRING FULL TERM 22,106568719,ENG,106775490,4474,106775597,DSPA,106769421
TROY UNIVERSITY,DOTHAN CAMPUS,10741654,SPRING FULL TERM 22,106568719,HIS,106568902,4474,106569006,DSPA,106556025
TROY UNIVERSITY,DOTHAN CAMPUS,10741654,SPRING FULL TERM 22,106568719,MTH,106775331,4474,106775598,DSPA,106769422
TROY UNIVERSITY,DOTHAN CAMPUS,10741654,SPRING FULL TERM 22,106568719,NSG,106622388,3300,106622830,NSAA,106612521
TROY UNIVERSITY,DOTHAN CAMPUS,10741654,SPRING FULL TERM 22,106568719,NSG,106622388,3301,106701691,NSAA,106696602
TROY UNIVERSITY,DOTHAN CAMPUS,10741654,SPRING FULL TERM 22,106568719,NSG,106622388,3306,106723709,NSAA,106716271
TROY UNIVERSITY,DOTHAN CAMPUS,10741654,SPRING FULL TERM 22,106568719,NSG,106622388,3309,106622831,NSAA,106612522
TROY UNIVERSITY,DOTHAN CAMPUS,10741654,SPRING FULL TERM 22,106568719,NSG,106622388,3310,106622832,NSPA,106612523
TROY UNIVERSITY,DOTHAN CAMPUS,10741654,SPRING FULL TERM 22,106568719,NSG,106622388,3313,106701692,NSAA,106696603
TROY UNIVERSITY,DOTHAN CAMPUS,10741654,SPRING FULL TERM 22,106568719,NSG,106622388,3314,106775599,NSPA,106769423
TROY UNIVERSITY,DOTHAN CAMPUS,10741654,SPRING FULL TERM 22,106568719,NSG,106622388,3315,106775600,NSAA,106769424
TROY UNIVERSITY,DOTHAN CAMPUS,10741654,SPRING FULL TERM 22,106568719,NSG,106622388,3323,106775601,NSAA,106769425
TROY UNIVERSITY,DOTHAN CAMPUS,10741654,SPRING FULL TERM 22,106568719,NSG,106622388,3324,106701693,NSPA,106696604
TROY UNIVERSITY,DOTHAN CAMPUS,10741654,SPRING FULL TERM 22,106568719,NSG,106622388,3325,106701694,NSFA,106696605
TROY UNIVERSITY,DOTHAN CAMPUS,10741654,SPRING FULL TERM 22,106568719,NSG,106622388,3326,106723708,NSPA,106716272
TROY UNIVERSITY,DOTHAN CAMPUS,10741654,SPRING FULL TERM 22,106568719,NSG,106622388,3334,106775602,NSAA,106769426
TROY UNIVERSITY,DOTHAN CAMPUS,10741654,SPRING FULL TERM 22,106568719,NSG,106622388,3335,106775603,NSPA,106769427
TROY UNIVERSITY,DOTHAN CAMPUS,10741654,SPRING FULL TERM 22,106568719,NSG,106622388,3336,106701695,NSAA,106696606
TROY UNIVERSITY,DOTHAN CAMPUS,10741654,SPRING FULL TERM 22,106568719,NSG,106622388,3337,106701696,NSPA,106696607
TROY UNIVERSITY,DOTHAN CAMPUS,10741654,SPRING FULL TERM 22,106568719,NSG,106622388,4403,106701697,NSAA,106696608
TROY UNIVERSITY,DOTHAN CAMPUS,10741654,SPRING FULL TERM 22,106568719,NSG,106622388,4404,106701698,NSPA,106696609
TROY UNIVERSITY,DOTHAN CAMPUS,10741654,SPRING FULL TERM 22,106568719,NSG,106622388,4405,106701699,NSAA,106696610
TROY UNIVERSITY,DOTHAN CAMPUS,10741654,SPRING FULL TERM 22,106568719,NSG,106622388,4406,106701700,NSPA,106696611
TROY UNIVERSITY,DOTHAN CAMPUS,10741654,SPRING FULL TERM 22,106568719,NSG,106622388,4413,106701701,NSAA,106696612
TROY UNIVERSITY,DOTHAN CAMPUS,10741654,SPRING FULL TERM 22,106568719,NSG,106622388,4414,106701702,NSPA,106696613
TROY UNIVERSITY,DOTHAN CAMPUS,10741654,SPRING FULL TERM 22,106568719,NSG,106622388,4415,106723707,NSAA,106716273
TROY UNIVERSITY,DOTHAN CAMPUS,10741654,SPRING FULL TERM 22,106568719,NSG,106622388,4417,106723706,NSAA,106716274
TROY UNIVERSITY,DOTHAN CAMPUS,10741654,SPRING FULL TERM 22,106568719,NSG,106622388,4419,106723705,NSAA,106716275
TROY UNIVERSITY,DOTHAN CAMPUS,10741654,SPRING FULL TERM 22,106568719,NSG,106622388,4421,106723704,NSAA,106716276
TROY UNIVERSITY,DOTHAN CAMPUS,10741654,SPRING FULL TERM 22,106568719,RED,106775421,4465,106775604,DSPA,106769428
TROY UNIVERSITY,DOTHAN CAMPUS,10741654,SPRING FULL TERM 22,106568719,SCI,106775332,4474,106775605,DSPA,106769429
TROY UNIVERSITY,DOTHAN CAMPUS,10741654,SPRING FULL TERM 22,106568719,SED,106775333,4454,106775606,DSAA,106769430
TROY UNIVERSITY,DOTHAN CAMPUS,10741654,SPRING FULL TERM 22,106568719,SPE,106568952,4454,106569007,DSAA,106556026
TROY UNIVERSITY,DOTHAN CAMPUS,10741654,SPRING FULL TERM 22,106568719,SPE,106568952,4465,106569008,DSPA,106556027
TROY UNIVERSITY,DOTHAN CAMPUS,10741654,SPRING FULL TERM 22,106568719,SPE,106568952,4474,106569009,DSPA,106556028
TROY UNIVERSITY,DOTHAN CAMPUS,10741654,SPRING FULL TERM 22,106568719,SPE,106568952,5544,106569010,DSAA,106556029
TROY UNIVERSITY,DOTHAN CAMPUS,10741654,SPRING FULL TERM 22,106568719,SPE,106568952,6654,106569011,DSPA,106556030
TROY UNIVERSITY,DOTHAN CAMPUS,10741654,SPRING FULL TERM 22,106568719,SPE,106568952,6655,106569012,DSPA,106556031
TROY UNIVERSITY,DOTHAN CAMPUS,10741654,SPRING FULL TERM 22,106568719,SS,106568776,4474,106569013,DSPA,106556032
TROY UNIVERSITY,DOTHAN CAMPUS,10741654,SPRING TERM 3,106511971,ACT,106723505,2291,106723718,DTAA,106716259
TROY UNIVERSITY,DOTHAN CAMPUS,10741654,SPRING TERM 3,106511971,ART,106775419,1133,106775554,DTAA,106769375
TROY UNIVERSITY,DOTHAN CAMPUS,10741654,SPRING TERM 3,106511971,BIO,106512040,1101,107297272,DTAA,107296321
TROY UNIVERSITY,DOTHAN CAMPUS,10741654,SPRING TERM 3,106511971,BIO,106512040,2220,106512256,DTAA,106510193
TROY UNIVERSITY,DOTHAN CAMPUS,10741654,SPRING TERM 3,106511971,BIO,106512040,3347,106775555,DTAA,106769376
TROY UNIVERSITY,DOTHAN CAMPUS,10741654,SPRING TERM 3,106511971,BIO,106512040,3372,106667528,DTAA,106652202
TROY UNIVERSITY,DOTHAN CAMPUS,10741654,SPRING TERM 3,106511971,BIO,106512040,4430,106512255,DTAA,106510194
TROY UNIVERSITY,DOTHAN CAMPUS,10741654,SPRING TERM 3,106511971,BIO,106512040,L101,107297273,DTBA,107296322
TROY UNIVERSITY,DOTHAN CAMPUS,10741654,SPRING TERM 3,106511971,BIO,106512040,L347,106667529,DTBA,106652203
TROY UNIVERSITY,DOTHAN CAMPUS,10741654,SPRING TERM 3,106511971,BIO,106512040,L372,106667530,DTBA,106652204
TROY UNIVERSITY,DOTHAN CAMPUS,10741654,SPRING TERM 3,106511971,BIO,106512040,L430,106941701,DTBA,106936149
TROY UNIVERSITY,DOTHAN CAMPUS,10741654,SPRING TERM 3,106511971,CHM,106775489,1142,106775556,DTAA,106769377
TROY UNIVERSITY,DOTHAN CAMPUS,10741654,SPRING TERM 3,106511971,CHM,106775489,3342,106775557,DTAA,106769378
TROY UNIVERSITY,DOTHAN CAMPUS,10741654,SPRING TERM 3,106511971,CHM,106775489,4444,106775558,DTAA,106769379
TROY UNIVERSITY,DOTHAN CAMPUS,10741654,SPRING TERM 3,106511971,CHM,106775489,L142,106775559,DTBA,106769380
TROY UNIVERSITY,DOTHAN CAMPUS,10741654,SPRING TERM 3,106511971,CHM,106775489,L342,106775560,DTBA,106769381
TROY UNIVERSITY,DOTHAN CAMPUS,10741654,SPRING TERM 3,106511971,CHM,106775489,L444,106775561,DTBA,106769382
TROY UNIVERSITY,DOTHAN CAMPUS,10741654,SPRING TERM 3,106511971,CJ,106775329,3305,106775562,DTAA,106769383
TROY UNIVERSITY,DOTHAN CAMPUS,10741654,SPRING TERM 3,106511971,CP,106568949,6600,106568993,DTFA,106556011
TROY UNIVERSITY,DOTHAN CAMPUS,10741654,SPRING TERM 3,106511971,CP,106568949,6601,106775563,DTFA,106769384
TROY UNIVERSITY,DOTHAN CAMPUS,10741654,SPRING TERM 3,106511971,CP,106568949,6642,106775564,DTFA,106769385
TROY UNIVERSITY,DOTHAN CAMPUS,10741654,SPRING TERM 3,106511971,CP,106568949,6651,106775565,DTFA,106769386
TROY UNIVERSITY,DOTHAN CAMPUS,10741654,SPRING TERM 3,106511971,CP,106568949,6691,106568994,DTFA,106556012
TROY UNIVERSITY,DOTHAN CAMPUS,10741654,SPRING TERM 3,106511971,ECE,106512102,3385,106512254,DTAA,106510195
TROY UNIVERSITY,DOTHAN CAMPUS,10741654,SPRING TERM 3,106511971,ECE,106512102,3391,106775566,DTAA,106769387
TROY UNIVERSITY,DOTHAN CAMPUS,10741654,SPRING TERM 3,106511971,ECO,106775399,2252,106775567,DTHA,106769388
TROY UNIVERSITY,DOTHAN CAMPUS,10741654,SPRING TERM 3,106511971,EDU,106667504,3303,106701688,DTAA,106696599
TROY UNIVERSITY,DOTHAN CAMPUS,10741654,SPRING TERM 3,106511971,EDU,106667504,3308,106667531,DTAA,106652205
TROY UNIVERSITY,DOTHAN CAMPUS,10741654,SPRING TERM 3,106511971,EDU,106667504,3308,106667531,DTHA,107387347
TROY UNIVERSITY,DOTHAN CAMPUS,10741654,SPRING TERM 3,106511971,EDU,106667504,3310,106667532,DTAA,106652206
TROY UNIVERSITY,DOTHAN CAMPUS,10741654,SPRING TERM 3,106511971,EDU,106667504,L308,106667533,DTBA,106652207
TROY UNIVERSITY,DOTHAN CAMPUS,10741654,SPRING TERM 3,106511971,ELE,106723542,3360,106723717,DTAA,106716260
TROY UNIVERSITY,DOTHAN CAMPUS,10741654,SPRING TERM 3,106511971,ELE,106723542,L360,106775568,DTBA,106769389
TROY UNIVERSITY,DOTHAN CAMPUS,10741654,SPRING TERM 3,106511971,ENG,106592456,1101,106723716,DTAA,106769390
TROY UNIVERSITY,DOTHAN CAMPUS,10741654,SPRING TERM 3,106511971,ENG,106592456,1101,106723716,DTAB,106716261
TROY UNIVERSITY,DOTHAN CAMPUS,10741654,SPRING TERM 3,106511971,ENG,106592456,1102,106592576,DTAA,106652208
TROY UNIVERSITY,DOTHAN CAMPUS,10741654,SPRING TERM 3,106511971,ENG,106592456,1102,106592576,DTAB,106587450
TROY UNIVERSITY,DOTHAN CAMPUS,10741654,SPRING TERM 3,106511971,ENG,106592456,2205,106775569,DTAA,106769391
TROY UNIVERSITY,DOTHAN CAMPUS,10741654,SPRING TERM 3,106511971,ENG,106592456,2206,106723715,DTAA,106716262
TROY UNIVERSITY,DOTHAN CAMPUS,10741654,SPRING TERM 3,106511971,ENG,106592456,2211,106775570,DTAA,106769392
TROY UNIVERSITY,DOTHAN CAMPUS,10741654,SPRING TERM 3,106511971,ENG,106592456,2212,106775571,DTAA,106769393
TROY UNIVERSITY,DOTHAN CAMPUS,10741654,SPRING TERM 3,106511971,ENG,106592456,4465,106775573,DTAA,106769395
TROY UNIVERSITY,DOTHAN CAMPUS,10741654,SPRING TERM 3,106511971,FIN,106511976,3331,106512253,DTHA,106510196
TROY UNIVERSITY,DOTHAN CAMPUS,10741654,SPRING TERM 3,106511971,HIS,106512082,1111,106512252,DTAA,106510197
TROY UNIVERSITY,DOTHAN CAMPUS,10741654,SPRING TERM 3,106511971,HIS,106512082,1112,106568995,DTHA,106556013
TROY UNIVERSITY,DOTHAN CAMPUS,10741654,SPRING TERM 3,106511971,IS,106775272,2241,106775574,DTAA,106769396
TROY UNIVERSITY,DOTHAN CAMPUS,10741654,SPRING TERM 3,106511971,MSM,107356023,6633,107356274,DTHA,107345941
TROY UNIVERSITY,DOTHAN CAMPUS,10741654,SPRING TERM 3,106511971,MSM,107356023,6645,107356275,DTHA,107345942
TROY UNIVERSITY,DOTHAN CAMPUS,10741654,SPRING TERM 3,106511971,MTH,106667495,1105,106667534,DTAA,106652209
TROY UNIVERSITY,DOTHAN CAMPUS,10741654,SPRING TERM 3,106511971,MTH,106667495,1112,106667535,DTAA,106652210
TROY UNIVERSITY,DOTHAN CAMPUS,10741654,SPRING TERM 3,106511971,MTH,106667495,1114,106667536,DTAA,106652211
TROY UNIVERSITY,DOTHAN CAMPUS,10741654,SPRING TERM 3,106511971,MTH,106667495,1126,106667537,DTAA,106652212
TROY UNIVERSITY,DOTHAN CAMPUS,10741654,SPRING TERM 3,106511971,MTH,106667495,2220,106667538,DTAA,106652213
TROY UNIVERSITY,DOTHAN CAMPUS,10741654,SPRING TERM 3,106511971,MTH,106667495,2251,106667539,DTAA,106652214
TROY UNIVERSITY,DOTHAN CAMPUS,10741654,SPRING TERM 3,106511971,MTH,106667495,4424,106667540,DTAA,106652215
TROY UNIVERSITY,DOTHAN CAMPUS,10741654,SPRING TERM 3,106511971,MTH,106667495,4436,106775575,DTAA,106769397
TROY UNIVERSITY,DOTHAN CAMPUS,10741654,SPRING TERM 3,106511971,MTH,106667495,5524,106667541,DTAA,106652216
TROY UNIVERSITY,DOTHAN CAMPUS,10741654,SPRING TERM 3,106511971,MTH,106667495,5536,106775576,DTAA,106769398
TROY UNIVERSITY,DOTHAN CAMPUS,10741654,SPRING TERM 3,106511971,MUS,106775485,1131,106775577,DTAA,106769399
TROY UNIVERSITY,DOTHAN CAMPUS,10741654,SPRING TERM 3,106511971,PHI,106775486,2204,106775580,DTAA,106769400
TROY UNIVERSITY,DOTHAN CAMPUS,10741654,SPRING TERM 3,106511971,PHY,106775360,2262,106775581,DTFA,106769401
TROY UNIVERSITY,DOTHAN CAMPUS,10741654,SPRING TERM 3,106511971,PHY,106775360,L262,106775582,DTBA,106769402
TROY UNIVERSITY,DOTHAN CAMPUS,10741654,SPRING TERM 3,106511971,PSY,106568834,2200,106723714,DTFA,106716263
TROY UNIVERSITY,DOTHAN CAMPUS,10741654,SPRING TERM 3,106511971,PSY,106568834,3304,106568996,DTFA,106556014
TROY UNIVERSITY,DOTHAN CAMPUS,10741654,SPRING TERM 3,106511971,PSY,106568834,3312,106667542,DTFA,106652217
TROY UNIVERSITY,DOTHAN CAMPUS,10741654,SPRING TERM 3,106511971,PSY,106568834,3380,106775583,DTFA,106769403
TROY UNIVERSITY,DOTHAN CAMPUS,10741654,SPRING TERM 3,106511971,PSY,106568834,3385,106723713,DTFA,106716264
TROY UNIVERSITY,DOTHAN CAMPUS,10741654,SPRING TERM 3,106511971,PSY,106568834,4421,106723712,DTAA,106716265
TROY UNIVERSITY,DOTHAN CAMPUS,10741654,SPRING TERM 3,106511971,PSY,106568834,4434,106723711,DTAA,106716269
TROY UNIVERSITY,DOTHAN CAMPUS,10741654,SPRING TERM 3,106511971,QM,106775361,3345,106775584,DTHA,106769404
TROY UNIVERSITY,DOTHAN CAMPUS,10741654,SPRING TERM 3,106511971,RED,106667512,3310,106667543,DTFA,106652218
TROY UNIVERSITY,DOTHAN CAMPUS,10741654,SPRING TERM 3,106511971,RED,106667512,4483,106667544,DTFA,106652219
TROY UNIVERSITY,DOTHAN CAMPUS,10741654,SPRING TERM 3,106511971,RED,106667512,L310,106775585,DTBA,106769405
TROY UNIVERSITY,DOTHAN CAMPUS,10741654,SPRING TERM 3,106511971,RED,106667512,L483,106775586,DTBA,106769406
TROY UNIVERSITY,DOTHAN CAMPUS,10741654,SPRING TERM 3,106511971,SCI,106775420,2234,106775587,DTAA,106769407
TROY UNIVERSITY,DOTHAN CAMPUS,10741654,SPRING TERM 3,106511971,SCI,106775420,L234,106775588,DTBA,106769408
TROY UNIVERSITY,DOTHAN CAMPUS,10741654,SPRING TERM 3,106511971,SPE,106667515,3340,106667545,DTAA,106652220
TROY UNIVERSITY,DOTHAN CAMPUS,10741654,SPRING TERM 3,106511971,SWK,106701653,7707,106701689,DTHA,106696600
TROY UNIVERSITY,DOTHAN CAMPUS,10741654,SPRING TERM 3,106511971,SWK,106701653,7769,106701690,DTHA,106696601
TROY UNIVERSITY,DOTHAN CAMPUS,10741654,SPRING TERM 3,106511971,THE,107262943,3301,107263003,DTAA,107262059
TROY UNIVERSITY,DOTHAN CAMPUS,10741654,SPRING TERM 3,106511971,TROY,106512041,1101,106512251,DTAA,106510198
TROY UNIVERSITY,DOTHAN CAMPUS,10741654,SPRING TERM 4,107843646,ACT,107843960,2292,107844597,DTAA,107832452
TROY UNIVERSITY,DOTHAN CAMPUS,10741654,SPRING TERM 4,107843646,ART,107843953,1133,107844598,DTAB,107832453
TROY UNIVERSITY,DOTHAN CAMPUS,10741654,SPRING TERM 4,107843646,BIO,107843954,3340,107844599,DTAA,107832454
TROY UNIVERSITY,DOTHAN CAMPUS,10741654,SPRING TERM 4,107843646,BIO,107843954,3348,107844600,DTAA,107832455
TROY UNIVERSITY,DOTHAN CAMPUS,10741654,SPRING TERM 4,107843646,BIO,107843954,3386,107844601,DTAA,107832456
TROY UNIVERSITY,DOTHAN CAMPUS,10741654,SPRING TERM 4,107843646,BIO,107843954,4482,107844602,DTAA,107832457
TROY UNIVERSITY,DOTHAN CAMPUS,10741654,SPRING TERM 4,107843646,BIO,107843954,L348,107844603,DTBA,107832458
TROY UNIVERSITY,DOTHAN CAMPUS,10741654,SPRING TERM 4,107843646,BIO,107843954,L386,107844604,DTBA,107832459
TROY UNIVERSITY,DOTHAN CAMPUS,10741654,SPRING TERM 4,107843646,BIO,107843954,L482,107844605,DTBA,107832460
TROY UNIVERSITY,DOTHAN CAMPUS,10741654,SPRING TERM 4,107843646,CHM,107844494,1143,107844606,DTAA,107832461
TROY UNIVERSITY,DOTHAN CAMPUS,10741654,SPRING TERM 4,107843646,CHM,107844494,3343,107844607,DTAA,107832462
TROY UNIVERSITY,DOTHAN CAMPUS,10741654,SPRING TERM 4,107843646,CHM,107844494,L143,107844608,DTBA,107832463
TROY UNIVERSITY,DOTHAN CAMPUS,10741654,SPRING TERM 4,107843646,CHM,107844494,L343,107844609,DTBA,107832464
TROY UNIVERSITY,DOTHAN CAMPUS,10741654,SPRING TERM 4,107843646,CJ,107844133,3335,107844610,DTAA,107832465
TROY UNIVERSITY,DOTHAN CAMPUS,10741654,SPRING TERM 4,107843646,CLA,107844191,2260,107844611,DTAA,107832466
TROY UNIVERSITY,DOTHAN CAMPUS,10741654,SPRING TERM 4,107843646,CP,107844276,6610,107844612,DTFA,107832467
TROY UNIVERSITY,DOTHAN CAMPUS,10741654,SPRING TERM 4,107843646,CP,107844276,6649,107844613,DTAA,107832468
TROY UNIVERSITY,DOTHAN CAMPUS,10741654,SPRING TERM 4,107843646,CP,107844276,6656,107844614,DTFA,107832469
TROY UNIVERSITY,DOTHAN CAMPUS,10741654,SPRING TERM 4,107843646,ECE,107843955,3315,107844615,DTAA,107832470
TROY UNIVERSITY,DOTHAN CAMPUS,10741654,SPRING TERM 4,107843646,ECE,107843955,4401,107844616,DTAA,107832471
TROY UNIVERSITY,DOTHAN CAMPUS,10741654,SPRING TERM 4,107843646,ECO,107844134,4451,107844617,DTHA,107832472
TROY UNIVERSITY,DOTHAN CAMPUS,10741654,SPRING TERM 4,107843646,EDU,107843675,3305,107844618,DTAA,107832473
TROY UNIVERSITY,DOTHAN CAMPUS,10741654,SPRING TERM 4,107843646,EDU,107843675,4400,107844619,DTAA,107832474
TROY UNIVERSITY,DOTHAN CAMPUS,10741654,SPRING TERM 4,107843646,EDU,107843675,4471,107844620,DTAA,107832475
TROY UNIVERSITY,DOTHAN CAMPUS,10741654,SPRING TERM 4,107843646,ELE,107843676,3361,107844621,DTHA,107832476
TROY UNIVERSITY,DOTHAN CAMPUS,10741654,SPRING TERM 4,107843646,ELE,107843676,3362,107844622,DTHA,107832477
TROY UNIVERSITY,DOTHAN CAMPUS,10741654,SPRING TERM 4,107843646,ELE,107843676,4481,107844623,DTAA,107832478
TROY UNIVERSITY,DOTHAN CAMPUS,10741654,SPRING TERM 4,107843646,ELE,107843676,L361,107844624,DTBA,107832479
TROY UNIVERSITY,DOTHAN CAMPUS,10741654,SPRING TERM 4,107843646,ELE,107843676,L362,107844625,DTBA,107832480
TROY UNIVERSITY,DOTHAN CAMPUS,10741654,SPRING TERM 4,107843646,ENG,107843961,1101,107844626,DTAC,107832481
TROY UNIVERSITY,DOTHAN CAMPUS,10741654,SPRING TERM 4,107843646,ENG,107843961,1101,107844626,DTAD,107832482
TROY UNIVERSITY,DOTHAN CAMPUS,10741654,SPRING TERM 4,107843646,ENG,107843961,1102,107844627,DTAC,107832483
TROY UNIVERSITY,DOTHAN CAMPUS,10741654,SPRING TERM 4,107843646,ENG,107843961,1102,107844627,DTAD,107832484
TROY UNIVERSITY,DOTHAN CAMPUS,10741654,SPRING TERM 4,107843646,ENG,107843961,2205,107844628,DTAB,107832485
TROY UNIVERSITY,DOTHAN CAMPUS,10741654,SPRING TERM 4,107843646,ENG,107843961,2206,107844629,DTAB,107832486
TROY UNIVERSITY,DOTHAN CAMPUS,10741654,SPRING TERM 4,107843646,ENG,107843961,2211,107844630,DTAB,107832487
TROY UNIVERSITY,DOTHAN CAMPUS,10741654,SPRING TERM 4,107843646,ENG,107843961,2212,107844631,DTAA,107832488
TROY UNIVERSITY,DOTHAN CAMPUS,10741654,SPRING TERM 4,107843646,ENG,107843961,4407,107844632,DTAA,107832489
TROY UNIVERSITY,DOTHAN CAMPUS,10741654,SPRING TERM 4,107843646,GEO,107843962,2210,107844633,DTAA,107832490
TROY UNIVERSITY,DOTHAN CAMPUS,10741654,SPRING TERM 4,107843646,HIS,107844135,1112,107844634,DTAA,107832491
TROY UNIVERSITY,DOTHAN CAMPUS,10741654,SPRING TERM 4,107843646,IS,107844192,2241,107844635,DTAA,107832492
TROY UNIVERSITY,DOTHAN CAMPUS,10741654,SPRING TERM 4,107843646,MTH,107844193,1105,107844636,DTAB,107832493
TROY UNIVERSITY,DOTHAN CAMPUS,10741654,SPRING TERM 4,107843646,MTH,107844193,1110,107844637,DTAA,107832494
TROY UNIVERSITY,DOTHAN CAMPUS,10741654,SPRING TERM 4,107843646,MTH,107844193,1112,107844638,DTAB,107832495
TROY UNIVERSITY,DOTHAN CAMPUS,10741654,SPRING TERM 4,107843646,MTH,107844193,2227,107844639,DTAA,107832496
TROY UNIVERSITY,DOTHAN CAMPUS,10741654,SPRING TERM 4,107843646,MTH,107844193,2252,107844640,DTAA,107832497
TROY UNIVERSITY,DOTHAN CAMPUS,10741654,SPRING TERM 4,107843646,MTH,107844193,3318,107844641,DTAA,107832498
TROY UNIVERSITY,DOTHAN CAMPUS,10741654,SPRING TERM 4,107843646,MUS,107844136,1131,107844642,DTAA,107832499
TROY UNIVERSITY,DOTHAN CAMPUS,10741654,SPRING TERM 4,107843646,PHY,107844137,2263,107844643,DTAA,107832500
TROY UNIVERSITY,DOTHAN CAMPUS,10741654,SPRING TERM 4,107843646,PHY,107844137,L263,107844644,DTBA,107832501
TROY UNIVERSITY,DOTHAN CAMPUS,10741654,SPRING TERM 4,107843646,PSY,107844495,2210,107844645,DTFA,107832502
TROY UNIVERSITY,DOTHAN CAMPUS,10741654,SPRING TERM 4,107843646,PSY,107844495,3301,107844646,DTAA,107832503
TROY UNIVERSITY,DOTHAN CAMPUS,10741654,SPRING TERM 4,107843646,PSY,107844495,3322,107844647,DTFA,107832504
TROY UNIVERSITY,DOTHAN CAMPUS,10741654,SPRING TERM 4,107843646,PSY,107844495,4402,107844648,DTAA,107832505
TROY UNIVERSITY,DOTHAN CAMPUS,10741654,SPRING TERM 4,107843646,PSY,107844495,4410,107844649,DTFA,107832506
TROY UNIVERSITY,DOTHAN CAMPUS,10741654,SPRING TERM 4,107843646,PSY,107844495,4430,107844650,DTAA,107832507
TROY UNIVERSITY,DOTHAN CAMPUS,10741654,SPRING TERM 4,107843646,PSY,107844495,6645,107844651,DTFA,107832508
TROY UNIVERSITY,DOTHAN CAMPUS,10741654,SPRING TERM 4,107843646,PSY,107844495,6670,107844652,DTFA,107832509
TROY UNIVERSITY,DOTHAN CAMPUS,10741654,SPRING TERM 4,107843646,QM,107843817,2241,107844653,DTHA,107832510
TROY UNIVERSITY,DOTHAN CAMPUS,10741654,SPRING TERM 4,107843646,RED,107844496,4401,107844654,DTAA,107832511
TROY UNIVERSITY,DOTHAN CAMPUS,10741654,SPRING TERM 4,107843646,REL,107844138,2280,107844655,DTAA,107832512
TROY UNIVERSITY,DOTHAN CAMPUS,10741654,SPRING TERM 4,107843646,SCI,107844194,2233,107844656,DTAA,107832513
TROY UNIVERSITY,DOTHAN CAMPUS,10741654,SPRING TERM 4,107843646,SCI,107844194,L233,107844657,DTBA,107832514
TROY UNIVERSITY,DOTHAN CAMPUS,10741654,SPRING TERM 4,107843646,SPE,107844277,4407,107844658,DTAA,107832515
